Year,Type,Country,Area,Activity,Sex,Age,Injury,Fatal (Y/N),Species,outlier
1936.0,1.0,australia,queensland,sculling,0.0,24.0,"no injury to occupant. shark damaged scull, tooth fragments recovered",0.0,3 m [10'] shark,1
1935.0,0.0,papua new guinea,central province,swimming,1.0,24.0,fatal,1.0,unknown,1
1934.0,0.0,australia,new south wales,swimming (lead swimmer in race),1.0,19.0,"fatal, left leg bitten",1.0,unknown,1
1934.0,1.0,turkey,istanbul,fishing,1.0,24.0,no injury,0.0,unknown,1
1933.0,0.0,australia,south australia,fishing,1.0,24.0,forearm injured by hooked shark provoked incident,0.0,blue shark,1
1932.0,0.0,australia,new south wales,unknown,1.0,24.0,hand bitten by landed shark provoked incident,0.0,unknown,1
1932.0,0.0,fiji,yasawa islands,free diving with goggles,0.0,24.0,fatal,1.0,unknown,1
1931.0,0.0,cuba,havana province,swimming,1.0,24.0,"fatal, rescuers saw shark trying to drag him under by the leg",1.0,unknown,1
1930.0,1.0,azores,unknown,unknown,0.0,24.0,"no inury to occupants, shark struck boat",0.0,unknown,1
1929.0,0.0,australia,new south wales,diving by wharf,1.0,16.0,"fatal, left arm severed above elbow, lacerations on chest, right thumb severed, left thigh lacerated to bone, abrasions",1.0,tiger shark,1
1929.0,0.0,australia,torres strait,swimming between boats,1.0,24.0,fatal,1.0,unknown,1
1929.0,0.0,usa,florida,swimming,1.0,26.0,right sole & toes lacerated,0.0,unknown,1
1929.0,0.0,australia,south australia,launching rowboat through the surf,1.0,9.0,foot bitten,0.0,a dog shark,-1
1928.0,0.0,panama,gulf of panama,swimming,1.0,17.0,"fatal, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",1.0,moreno’s leg  & part of his swim suit found in 9' shark caught two hours after the attack. identified as carcharhinid shark by l. schultz & c. limbaugh on photograph,1
1927.0,0.0,south africa,western cape province,swimming,1.0,17.0,"fatal, leg bitten",1.0,"white shark, 4.4 m [14.5'] .",1
1927.0,0.0,new zealand,south island,fishing,1.0,70.0,severely bitten by shark caught 30 minutes earlier  provoked incident,0.0,mako shark,1
1924.0,0.0,south africa,kwazulu-natal,swimming,1.0,22.0,fatal,1.0,unknown,1
1922.0,0.0,australia,new south wales,standing,1.0,24.0,small laceration on left thigh & swim costume torn,0.0,grey nurse shark?,1
1919.0,0.0,costa rica,turtle bogue,small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  the 7 survivors were swimming to shore,1.0,24.0,"fatal, 6 men were taken by sharks as they neared the beach, 1 survived",1.0,unknown,1
1916.0,0.0,usa,new york,swimming,1.0,24.0,ankle bruised,0.0,unknown,1
1914.0,0.0,australia,queensland,wading,0.0,24.0,laceration to leg,0.0,unknown,1
1913.0,0.0,nigeria,lagos,boat swamped,1.0,24.0,fatal,1.0,unknown,1
1913.0,0.0,australia,torres strait,diving,1.0,24.0,"head, neck & left shoulder bitten",0.0,tiger shark,1
1911.0,0.0,usa,florida,bathing,1.0,24.0,left arm & thigh bitten,0.0,unknown,1
1910.0,0.0,new zealand,north island,swimming,1.0,24.0,lacerations to foot,0.0,6' shark,1
1908.0,0.0,egypt,gulf of suez,the 168-ton belmore foundered in heavy seas,1.0,24.0,fatal,1.0,unknown,1
1907.0,0.0,croatia,primorje-gorski kotar county,swimming,0.0,24.0,fatal,1.0,unknown,1
1906.0,0.0,australia,new south wales,bathing,1.0,24.0,fatal,1.0,unknown,1
1904.0,0.0,indian ocean,between noumea & sydney,fell overboard,1.0,24.0,fatal,1.0,unknown,1
1904.0,0.0,new caledonia,south province,bathing,1.0,24.0,fatal,1.0,unknown,1
1899.0,0.0,italy,calabria,fishing,1.0,24.0,multiple injuries from boated shark provoked incident,0.0,70 kg shark,1
1898.0,0.0,usa,hawaii,jumped overboard,1.0,24.0,fatal,1.0,unknown,1
1898.0,0.0,unknown,unknown,diving,1.0,24.0,lacerations to fingers,0.0,unknown,1
1898.0,0.0,usa,new york,swimming,1.0,24.0,laceration to thigh,0.0,unknown,1
1895.0,0.0,unknown,unknown,diving,1.0,24.0,right hand severed,0.0,unknown,1
1888.0,0.0,croatia,primorje-gorski kotar county,unknown,0.0,24.0,human remains found in shark,1.0,"5m, 3500 kg female shark",1
1887.0,1.0,unknown,gulf of california,"sea disaster, wreck of the sloop sara",1.0,24.0,fatal,1.0,unknown,1
1885.0,1.0,usa,hawaii,wreck of the schooner pohoiki,1.0,24.0,fatal,1.0,unknown,1
1883.0,0.0,australia,northern territory,diving,1.0,24.0,fatal,1.0,unknown,1
1880.0,0.0,india,west bengal,unknown,1.0,20.0,"left hand severed, arm & right calf injured",0.0,unknown,-1
1860.0,0.0,new zealand,north island,bathing,1.0,24.0,fatal foot & leg bitten,1.0,4' ground shark,-1
1853.0,0.0,usa,north carolina,commercial salvage diving,1.0,24.0,no injury. copper breastplate & harness bitten,0.0,white shark,-1
1852.0,0.0,tonga,tongatapu,fell overboard,1.0,24.0,fatal,1.0,unknown,-1
1850.0,0.0,usa,hawaii,swimming after his hat,1.0,24.0,fatal,1.0,unknown,-1
1849.0,0.0,peru,unknown,swimming,1.0,24.0,fatal,1.0,unknown,-1
1841.0,0.0,australia,new south wales,bathing,1.0,24.0,fatal,1.0,unknown,-1
1837.0,0.0,usa,new york,bathing,1.0,24.0,leg injured,0.0,unknown,-1
1837.0,0.0,australia,new south wales,washing his feet,1.0,12.0,"fatal     injured by shark, died of tetanus",1.0,unknown,-1
2023.0,0.0,usa,florida,spearfishing,1.0,22.0,lower leg bitten,0.0,unknown,1
2023.0,0.0,new caledonia,poum,spearfishing,1.0,42.0,"fatal, bite to leg, shoulder and head",1.0,unknown,1
2023.0,0.0,turks and caicos,providenciales island,snorkeling,0.0,22.0,left foot severed,0.0,caribbean reef shark,1
2022.0,0.0,usa,florida,spearfishing,1.0,26.0,severe injuries to right arm,0.0,bu.ll,1
2022.0,0.0,usa,florida,unknown,1.0,56.0,laceration to lower leg,0.0,unknown,1
2022.0,0.0,usa,florida,surfing,1.0,20.0,bite to right foot,0.0,unknown,1
2022.0,0.0,australia,new south wales,unknown,0.0,42.0,minor lacerations to lower thigh,0.0,unknown,1
2021.0,0.0,australia,queensland,spearfishing,1.0,24.0,laceration to leg,0.0,bull shark,1
2021.0,0.0,usa,new york,swimming,1.0,24.0,minor injury to calf,0.0,a small shark,1
2021.0,0.0,brazil,pernambuco,wading,1.0,51.0,fatal,1.0,unknown,1
2021.0,0.0,brazil,pernambuco,surfing,1.0,52.0,puncture wounds to right hand,0.0,unknown,1
2020.0,0.0,usa,florida,snorkeling,1.0,30.0,severe bite to shoulder,0.0,bull shark,1
2020.0,1.0,usa,florida,surf fishing,1.0,54.0,hand bitten that was holding a fish provoked incident,0.0,4' to 5' shark,1
2020.0,0.0,usa,florida,surfing,1.0,24.0,left foot bitten,0.0,unknown,1
2020.0,0.0,usa,maui,stand-up paddle boarding,1.0,24.0,"no injury, but paddleboard bitten",0.0,tiger shark,1
2019.0,0.0,bahamas,lucayan archipelago,snorkeling,0.0,21.0,fatal,1.0,unknown,1
2019.0,0.0,new caledonia,bélep islands,fishing,1.0,43.0,fatal,1.0,unknown,1
2018.0,0.0,australia,new south wales,surfing,1.0,36.0,five deep lacerations to lower right leg,0.0,unknown,1
2018.0,0.0,usa,florida,surfing,1.0,24.0,calf bitten,0.0,unknown,1
2018.0,0.0,south africa,kwazulu-natal,scuba diving,1.0,38.0,the shark & man simply collided; neither were injured,0.0,blacktip shark,1
2018.0,0.0,australia,western australia,surfing,1.0,24.0,foot bitten,0.0,wobbegong shark?,1
2017.0,0.0,usa,california,surfing,0.0,35.0,foot bitten,0.0,unknown,1
2017.0,0.0,bahamas,unknown,snorkeling,0.0,25.0,minor injury to arm,0.0,nurse shark. 5',1
2017.0,0.0,unknown,unknown,surfing,1.0,24.0,puncture wounds to feet,0.0,unknown,1
2017.0,0.0,australia,new south wales,surfing,1.0,25.0,puncture wounds to left shoulder,0.0,2 m shark,1
2017.0,1.0,south africa,western cape province,scuba diving,1.0,25.0,"fatal, but death was probably due to drowning",0.0,unknown,1
2017.0,1.0,new zealand,north island,canoeing,1.0,24.0,"no injury, shark bit canoe",0.0,unknown,1
2017.0,0.0,usa,florida,skimboarding,1.0,15.0,lacerations to lower leg,0.0,unknown,1
2017.0,0.0,usa,florida,surfing,1.0,24.0,1 to 2-inch laceration behind knee,0.0,unknown,1
2017.0,0.0,australia,western australia,body boarding,1.0,48.0,"no injury, board bitten",0.0,"white shark, 4 m",1
2017.0,0.0,australia,queensland,attempting to lasso a shark,1.0,29.0,thigh nipped provoked incident,0.0,9' shark,1
2016.0,0.0,usa,florida,surfing,1.0,41.0,lacerations to right foot and ankle,0.0,unknown,1
2016.0,0.0,australia,queensland,surfing,1.0,24.0,torso nipped,0.0,unknown,1
2016.0,0.0,usa,hawaii,swimming,0.0,51.0,severe lacerations to shoulder & forearm,0.0,"tiger shark, 10'",1
2016.0,0.0,usa,florida,swimming,1.0,64.0,leg bitten,0.0,unknown,1
2016.0,0.0,australia,new south wales,spearfishing,1.0,24.0,"no injury, but sharks repeatedly hit their fins and guns",0.0,bronze whaler sharks x 3,1
2016.0,0.0,usa,florida,unknown,1.0,24.0,minor injury to arm. possibly caused by smalll nurse shark,0.0,shark involvement not confirmed,1
2015.0,0.0,usa,florida,body boarding,1.0,22.0,2 lacerations to ankle,0.0,unknown,1
2015.0,0.0,usa,florida,surfing,1.0,25.0,minor injury to sole of foot,0.0,"blacktip or spinner shark, 4'",1
2014.0,0.0,usa,florida,surfing,1.0,29.0,foot bitten,0.0,blacktip shark,1
2014.0,0.0,australia,south australia,surfing,1.0,24.0,"no injury, surfboard 'attacked'",0.0,unknown,1
2013.0,0.0,usa,florida,surfing,1.0,24.0,foot bitten,0.0,unknown,1
2013.0,0.0,usa,florida,surfing,0.0,13.0,heel bitten,0.0,3' shark,1
2013.0,1.0,usa,california,marathon swimming,0.0,47.0,"puncture wound to torso. reported as a bite by a leopard shark, the tooth fragment appears to be that of a bony fish",0.0,no shark involvement,1
2013.0,0.0,usa,florida,fishing,1.0,17.0,minor injury to foot & shin,0.0,"bull shark, 6' to 8'",1
2013.0,0.0,mexico,quintana roo,wading,0.0,24.0,hip bitten,0.0,unknown,1
2013.0,0.0,australia,victoria,body surfing,1.0,29.0,"no injury, holes in wetsuit",0.0,unknown,1
2013.0,0.0,brazil,pernambuco,unknown,1.0,41.0,fatal,1.0,unknown,1
2013.0,1.0,australia,victoria,fishing,1.0,24.0,"no injury to occupants, shark bit propeller",0.0,"white shark, 5m",1
2012.0,0.0,australia,new south wales,spearfishing,1.0,31.0,minor puncture wounds to knee,0.0,sandtiger shark,1
2012.0,0.0,usa,hawaii,paddle boarding,1.0,55.0,"no injury, board bitten",0.0,6' to 8' shark,1
2012.0,0.0,usa,florida,surfing,0.0,19.0,minor injury to elbow,0.0,unknown,1
2012.0,0.0,usa,florida,surfing,1.0,37.0,lacerations to foot,0.0,unknown,1
2012.0,0.0,usa,hawaii,spearfishing,0.0,24.0,minor laceration to hand  provoked incident,0.0,"tiger shark, 10' to 12'",1
2012.0,0.0,usa,california,paddle boarding,0.0,15.0,"no injury, shark bit paddleboard",0.0,white shark,1
2012.0,0.0,australia,new south wales,fishing,1.0,24.0,laceration to left foot,0.0,grey nurse shark,1
2011.0,0.0,australia,new south wales,surfing,1.0,14.0,minor injuries to left leg,0.0,wobbegong shark,1
2011.0,0.0,reunion,saint gilles,surfing,1.0,32.0,left leg severed at the knee,0.0,unknown,1
2010.0,0.0,vietnam,binh dinh province,unknown,1.0,24.0,right wrist bitten,0.0,unknown,1
2010.0,0.0,vietnam,binh dinh province,bathing,1.0,24.0,left arm bitten twice,0.0,unknown,1
2009.0,0.0,vietnam,unknown,unknown,1.0,24.0,lower right leg bitten,0.0,unknown,1
2009.0,0.0,bahamas,abaco islands,spearfishing,1.0,14.0,lacerations to calf,0.0,bull shark,1
2009.0,0.0,south africa,eastern cape province,surfing,1.0,16.0,fatal,1.0,unknown,1
2009.0,0.0,usa,florida,surfing,0.0,17.0,minor bite to ankle,0.0,3' to 4' shark,1
2009.0,0.0,australia,new south wales,surfing,1.0,24.0,"no injury to surfer, but the nose of his board was broken",0.0,unknown,1
2008.0,0.0,usa,florida,swimming,1.0,32.0,lacerations to foot,0.0,2' to 3' juvenile shark,1
2008.0,0.0,usa,florida,surfing,1.0,19.0,superfical cut to left ankle,0.0,unknown,1
2008.0,0.0,south africa,western cape province,spearfishing (free diving),1.0,24.0,no injury,0.0,"white shark, 4.5m",1
2008.0,0.0,mexico,guerro,surfing,1.0,24.0,fatal    severe bite to right thigh,1.0,tiger shark,1
2007.0,0.0,usa,florida,walking out of the water after surfing,1.0,19.0,"minor injury, lacerations to left ankle & foot",0.0,unknown,1
2007.0,1.0,usa,florida,fishing,0.0,24.0,"no injury to occupants, shark holed the transom-mounted livewell",0.0,"bull shark, 10'",1
2007.0,0.0,new caledonia,loyalty islands,spearfishing,1.0,24.0,survived,0.0,unknown,1
2006.0,0.0,usa,florida,swimming,1.0,24.0,arm bitten,0.0,unknown,1
2006.0,1.0,usa,florida,unknown,1.0,24.0,shark bites post mortem,0.0,invalid,1
2006.0,0.0,sierra leone,western area,fishing,1.0,24.0,reportedly fatal but few details,1.0,"3 m, 600-kg shark",1
2005.0,0.0,usa,florida,surfing,1.0,24.0,left foot bitten,0.0,unknown,1
2005.0,0.0,usa,texas,walking,1.0,12.0,left foot bitten,0.0,unknown,1
2005.0,0.0,usa,north carolina,surfing,1.0,16.0,laceration on right wrist & crescent of puncture wounds on  forearm,0.0,1.8 m [6'] shark,1
2005.0,0.0,usa,florida,wading,0.0,70.0,right lower leg bitten,0.0,1.8 m [6'] blacktip shark,1
2004.0,0.0,usa,south carolina,jumping,0.0,17.0,left knee & leg bitten,0.0,2.4 m [8'] shark,1
2004.0,0.0,new zealand,north island,spearfishing,1.0,24.0,no injury,0.0,bronze whaler shark,1
2004.0,0.0,australia,western australia,scuba diving,1.0,46.0,left leg bitten,0.0,4 m to 5 m [13' to 16.5'] white shark,1
2004.0,1.0,south africa,kwazulu-natal,surf skiing,1.0,24.0,"no injury to occupants, stern of ski bitten",0.0,"mako shark, 3 m to 4 m [10' to 13']",1
2003.0,0.0,usa,florida,swimming,1.0,13.0,foot bitten,0.0,unknown,1
2003.0,0.0,usa,florida,surfing,1.0,46.0,laceration on right ankle & heel,0.0,unknown,1
2003.0,0.0,usa,florida,surfing,0.0,24.0,minor puncture wounds in hand,0.0,unknown,1
2003.0,0.0,australia,northern territory,surf skiing,1.0,37.0,"no injury, flung into water when shark bit rudder of ski",0.0,unknown,1
2003.0,0.0,french polynesia,society islands,spearfishing,1.0,24.0,leg bitten,0.0,unknown,1
2003.0,0.0,usa,florida,swimming,1.0,54.0,left hand bitten,0.0,species unidentified,1
2002.0,0.0,usa,florida,surfing,1.0,28.0,right hand lacerated,0.0,0.9 m to 1.2 m [3' to 4'] shark; tooth fragment recovered from hand,1
2002.0,0.0,usa,florida,"fishing, removing the shark from his line",1.0,55.0,leg bitten by hooked shark provoked incident,0.0,3' blacktip shark,1
2001.0,1.0,australia,western australia,surfing,1.0,36.0,"no injury, 2 m to 2.5 m [6.75'  to 8.25'] shark made a threat display",0.0,unknown,1
2001.0,0.0,usa,north carolina,surfing,1.0,16.0,foot bitten,0.0,unknown,1
2001.0,0.0,usa,texas,swimming,1.0,14.0,leg lacerated,0.0,1.5 m [5'] shark,1
2001.0,0.0,usa,hawaii,body-boarding,1.0,24.0,"minor cuts on left hand, body board bitten",0.0,unknown,1
2000.0,0.0,usa,alabama,swimming,1.0,55.0,puncture wounds on right hip and arm,0.0,bull shark?,1
1998.0,0.0,brazil,pernambuco,surfing,1.0,17.0,right leg bitten,0.0,unknown,1
1998.0,0.0,mozambique,gaza,towing rubber dinghy,0.0,35.0,"fatal, torso & abdomen bitten, forearm severed",1.0,3 m [10'] shark,1
1998.0,0.0,usa,florida,swimming,1.0,24.0,hands bitten,0.0,spinner shark,1
1995.0,1.0,usa,hawaii,unknown,1.0,24.0,minor injury,0.0,shark involvement not confirmed,1
1995.0,0.0,tonga,vava’u,fishing,1.0,18.0,upper left thigh avulsed,0.0,small shark,1
1995.0,0.0,usa,florida,surfing,1.0,24.0,minor laceration on lower leg,0.0,unknown,1
1995.0,1.0,south africa,unknown,diving,1.0,33.0,reportedly lost lower right leg as result of shark bite,0.0,shark involvement not confirmed,1
1994.0,0.0,south africa,western cape province,body boarding,1.0,26.0,"no injury, board bitten",0.0,5.5 m [18'] white shark,1
1994.0,0.0,south africa,eastern cape province,surfing,1.0,22.0,"fatal, leg severed",1.0,4 m [13'] white shark,1
1994.0,0.0,usa,florida,surfing,1.0,15.0,right calf lacerated,0.0,small shark,1
1993.0,0.0,usa,florida,swimming,0.0,26.0,thigh & hand lacerated,0.0,3 m [10'] bull shark,1
1992.0,0.0,usa,hawaii,"standing in waist-deep water, helping his father tend a gill net containing dead fish",1.0,10.0,right leg bruised & abraded,0.0,"tiger shark, 2.4 m [8']",1
1991.0,2.0,usa,unknown,fishing,1.0,70.0,injury to right shin.,0.0,shark involvement unconfirmed,1
1991.0,0.0,reunion,l'etang-salé,surfing,1.0,30.0,left arm severed,0.0,"tiger shark, 3 to 4 m [10' to 13']",1
1990.0,0.0,usa,texas,wading,0.0,53.0,10-inch laceration to right foot,0.0,unknown,1
1989.0,1.0,australia,queensland,swimming,1.0,27.0,"swept out to sea, feared taken by shark",0.0,shark involvement prior to death was not confirmed,1
1989.0,1.0,usa,california,unknown,0.0,24.0,no injury to occupants. shark rammed boat 4 times,0.0,5 m to 7 m white shark,1
1989.0,0.0,usa,hawaii,body boarding,1.0,10.0,foot bitten,0.0,1.8 m to 2.4 m [6' to 8'] hammerhead shark,1
1987.0,0.0,vanuatu,malampa province,swimming,1.0,8.0,fatal,1.0,4.3 m shark,1
1987.0,0.0,australia,western australia,surfing,1.0,18.0,calf lacerated,0.0,"bronze whaler shark, 2 m to 3 m",1
1985.0,0.0,usa,north carolina,unknown,1.0,24.0,survived,0.0,sandtiger shark,1
1985.0,1.0,usa,california,bottom fishing for lingcod & had hooked a fish,0.0,24.0,"no injury to occupant, shark rammed boat catapulting it out of the water",0.0,5 m to 6 m [16.5' to 20'] white shark,1
1985.0,0.0,usa,south carolina,playing in knee-deep water,0.0,10.0,2/3rd of left calf removed,0.0,"tiger shark, 2.4 m to 2.7 m [8' to 9']",1
1985.0,0.0,italy,sicily,snorkeling,1.0,13.0,contusion of left foot,0.0,3 m to 3.6 m  [10' to 11'9] white shark,1
1985.0,0.0,south africa,kwazulu-natal,spearfishing,1.0,20.0,upper right arm bitten after he shot the shark provoked incident,0.0,1.5 m [5'] dusky shark,1
1985.0,0.0,iran,unknown,fishing,1.0,24.0,fatal,1.0,bull shark,1
1984.0,0.0,usa,california,skindiving,1.0,28.0,fatal,1.0,4.5 m to 5 m white shark,1
1983.0,0.0,south africa,eastern cape province,fishing,1.0,27.0,puncture wounds to foot,0.0,"raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",1
1982.0,1.0,usa,california,surfing,1.0,17.0,"no injury, board bitten",0.0,questionable incident; reported as shark attack but thought to involve a pinniped instead,1
1981.0,0.0,usa,california,surfing,1.0,24.0,"fatal, torso bitten",1.0,7 m [23'] white shark,1
1981.0,0.0,usa,florida,commercial spearfishing,1.0,25.0,3 small punctures in scalp & ripped nostril,0.0,tiger shark,1
1978.0,0.0,australia,queensland,unknown,1.0,24.0,survived,0.0,unknown,1
1976.0,0.0,usa,california,"diving for abalone (hookah, submerged)",1.0,29.0,buttocks & hip bitten,0.0,"white shark, 5.5 m [18']",1
1976.0,0.0,australia,queensland,unknown,0.0,24.0,survived,0.0,unknown,1
1974.0,0.0,hong kong,mirs bay,freedom swimming,1.0,24.0,fatal,1.0,unknown,1
1972.0,0.0,reunion,saint-philippe,spearfishing,0.0,24.0,fatal,1.0,unknown,1
1972.0,0.0,usa,florida,surfing,1.0,17.0,survived,0.0,unknown,1
1967.0,0.0,mexico,veracruz,swimming,0.0,24.0,fatal,1.0,unknown,1
1967.0,0.0,usa,florida,spearfishing,0.0,24.0,survived,0.0,unknown,1
1967.0,0.0,senegal,cap vert peninsula,beach seine netting,1.0,24.0,ankle bitten,0.0,1.8 m shark,1
