Year,Type,Country,Area,Activity,Age,Injury,Fatal (Y/N),Time,outlier
2007.0,0.0,USA,Florida,Surfing,21.0,Cut to right knee,0.0,11.0,1
2007.0,0.0,SOLOMON ISLANDS,Marovo Lagoon,Spearfishing,24.0,Left thigh bitten,0.0,14.0,1
2007.0,0.0,USA,California,Surfing,24.0,Lacerations to thigh & torso,0.0,10.0,1
2006.0,0.0,USA,Florida,Standing,33.0,Puncture wounds and cuts to right thigh,0.0,17.0,1
2006.0,1.0,BRAZIL,Pernambuco,,17.0,Shark bites may have been post mortem,0.0,14.0,1
2006.0,0.0,USA,Kentucky,Touching sharks,24.0,"Minor injuries, similar to paper cuts from the captive sharks  PROVOKED INCIDENTS",0.0,14.0,1
2005.0,0.0,NEW CALEDONIA,Loyalty Islands,Spearfishing,24.0,Arm bitten,0.0,20.0,1
2005.0,1.0,USA,Florida,Surfing,24.0,Lacerations to dorsum of left foot,0.0,7.0,1
2005.0,0.0,AUSTRALIA,New South Wales,,24.0,Shark-bitten surfboard found adrift,0.0,14.0,1
2004.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,34.0,Puncture wounds on right foot,0.0,9.0,1
2004.0,1.0,SOUTH AFRICA,KwaZulu-Natal,Fishing,24.0,No injury to occupants; boat damaged,0.0,14.0,1
2004.0,0.0,USA,Florida,Surfing,24.0,Heel bitten,0.0,15.0,1
2003.0,0.0,USA,Hawaii,Wading near a fishing net,41.0,"Left thigh abraded, right knee and right index finger injured",0.0,12.0,1
2003.0,0.0,FIJI,Taveuni,Wading to shore from his boat,40.0,FATAL abdomen bitten,1.0,22.0,1
2003.0,0.0,USA,Hawaii,Swimming,20.0,Right calf & heel bitten,0.0,11.0,1
2002.0,0.0,AUSTRALIA,Queensland,Scuba diving,26.0,Groin bitten,0.0,14.0,1
2002.0,0.0,PAPUA NEW GUINEA,Louisiade Archipelago,,24.0,"Arm severely lacerated, surgically amputated",0.0,14.0,1
2002.0,1.0,AUSTRALIA,New South Wales,Fishing (Drowned 2-Apr-2002),52.0,"Drowned, his remains were found in a 3m [10'], 368 kg [811-lb] tiger shark",0.0,14.0,1
2001.0,0.0,USA,Florida,Surfing,27.0,Thigh lacerated,0.0,16.0,1
2001.0,0.0,AUSTRALIA,New South Wales,Surfing,40.0,Leg bitten,0.0,16.0,1
2000.0,0.0,AUSTRALIA,Queensland,Spearfishing,38.0,Left elbow and forearm bitten,0.0,9.0,1
2000.0,0.0,AUSTRALIA,South Australia,Surfing,17.0,FATAL,1.0,13.0,1
1999.0,1.0,USA,California,Kayaking,37.0,"No injury, but kayak scraped & dented",0.0,18.0,1
1999.0,0.0,USA,Florida,Wading,61.0,Thigh (posterior) bitten,0.0,14.0,1
1999.0,0.0,AUSTRALIA,South Australia,Windsurfing,22.0,"FATAL, body not recovered",1.0,14.0,1
1998.0,0.0,AUSTRALIA,South Australia,Surfing,21.0,Leg injured,0.0,15.0,1
1998.0,0.0,USA,Florida,Surfing,18.0,"2-inch laceration on dorsum of foot, 1-inch laceration on sole.",0.0,18.0,1
1998.0,0.0,REUNION,Grand'Anse,Bathing,24.0,FATAL,1.0,15.0,1
1998.0,0.0,REUNION,Beaufonds,Diving,24.0,FATAL,1.0,14.0,1
1997.0,0.0,AUSTRALIA,Western Australia,Surf-skiing,51.0,"Sierakowski suffered a minor facial injury, ski bitten in half by shark",0.0,14.0,1
1997.0,0.0,USA,Florida,Surfing,12.0,Laceration to right foot,0.0,17.0,1
1997.0,0.0,BRAZIL,Rio de Janeiro,Windsurfing,22.0,Lower left leg & ankle bitten,0.0,14.0,1
1996.0,0.0,BRAZIL,Pernambuco,Surfing,24.0,Leg bitten,0.0,14.0,1
1996.0,0.0,EGYPT / ISRAEL,"South Sinai, Gulf of Aqaba",Free diving with a pod of dolphins,24.0,"Bitten on back, shoulder & chest",0.0,18.0,1
1995.0,0.0,USA,South Carolina,Swimming,7.0,Right foot bitten,0.0,14.0,1
1995.0,0.0,USA,South Carolina,Surfing,24.0,Foot bitten,0.0,14.0,1
1993.0,0.0,USA,North Carolina,Swimming,24.0,"No injury, bumped by shark",0.0,14.0,1
1993.0,0.0,HONG KONG,"On the Kowloon penisula, south of Sai Kung",,24.0,"Missing, believed taken by a shark",1.0,14.0,1
1992.0,0.0,BRAZIL,Pernambuco,Body boarding,24.0,Left leg severely bitten,0.0,15.0,1
1992.0,0.0,JAPAN,Ehime Prefecture,Hookah diving for pen shells,41.0,"FATAL, body not recovered",1.0,15.0,1
1992.0,0.0,AUSTRALIA,New South Wales,Boogie boarding,19.0,Right leg lacerated,0.0,20.0,1
1991.0,0.0,AUSTRALIA,Western Australia,Boogie boarding,14.0,Calf scratched & chunk bitten from board,0.0,14.0,1
1991.0,1.0,ITALY,Ligurian Sea,Canoeing,40.0,No Injury to occupant; canoe bitten,0.0,15.0,1
1991.0,0.0,USA,Florida,Swimming behind sailboat,31.0,"Left ankle, calf, thigh and abdomen bitten",0.0,11.0,1
1990.0,0.0,SOUTH AFRICA,Western Cape Province,Scuba diving (but on surface),21.0,"FATAL, thigh bitten",1.0,15.0,1
1989.0,1.0,USA,California,Kayaking,24.0,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,0.0,10.0,1
1988.0,0.0,BAHAMAS,,Free diving & spearfishing,24.0,Hand bitten,0.0,14.0,1
1986.0,0.0,USA,Florida,Surfing,28.0,Laceration to right arm,0.0,14.0,1
1986.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Treading water,26.0,Foot bitten,0.0,16.0,1
1985.0,0.0,USA,California,"Surfing, but lying prone on his board",24.0,Leg injured,0.0,14.0,1
1984.0,0.0,USA,California,Wading,24.0,Arm bitten,0.0,15.0,1
1983.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,24.0,Left arm injured by shark's tail as it swam beneath his board,0.0,14.0,1
1983.0,1.0,ITALY,Northwest Italy,Scuba diving,24.0,"No injury, 3 m shark harassed him at depth of 5 m",0.0,14.0,1
1983.0,0.0,SOUTH AFRICA,Western Cape Province,Windsurfing,22.0,Left foot lacerated,0.0,18.0,1
1981.0,0.0,USA,Florida,Diving,24.0,Left arm bitten,0.0,14.0,1
1981.0,0.0,SOUTH AFRICA,Eastern Cape Province,Surfing,24.0,"Left leg bitten, surgically amputated",0.0,9.0,1
1981.0,0.0,BRAZIL,Rio de Janeiro,Diving,24.0,,0.0,14.0,1
1980.0,0.0,REUNION,Grand'Anse,Spearfishing,22.0,Bitten twice,0.0,15.0,1
1980.0,0.0,USA,New Jersey,Body surfing,15.0,Back bitten,0.0,15.0,1
1980.0,0.0,KENYA,Lamu Archipelago,Spearfishing,29.0,Ankle & foot lacerated,0.0,14.0,1
1979.0,1.0,USA,Florida,Scuba diving,36.0,"FATAL, but shark involvement prior to death was not determined",0.0,14.0,1
1978.0,1.0,SOUTH AFRICA,Eastern Cape Province,,24.0,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",0.0,14.0,1
1978.0,0.0,SOUTH AFRICA,Western Cape Province,Diving,24.0,"No injury, rammed by shark",0.0,14.0,1
1978.0,1.0,SOUTH AFRICA,KwaZulu-Natal,,24.0,"Human head recovered from 3 m [10'] tiger shark’s gut, probable drowning / scavenging",0.0,14.0,1
1977.0,0.0,AUSTRALIA,South Australia,Surfing,17.0,"Board rammed &  bitten, left thigh lacerated",0.0,16.0,1
1976.0,0.0,USA,Florida,Surfing,15.0,Laceration to left lower leg,0.0,14.0,1
1974.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Surfing,21.0,"No injury, surfboard bitten",0.0,16.0,1
1974.0,0.0,AUSTRALIA,South Australia,Diving for abalone,26.0,"FATAL, right leg severed",1.0,14.0,1
1973.0,0.0,AUSTRALIA,Queensland,,24.0,Knee lacerated,0.0,14.0,1
1972.0,0.0,AUSTRALIA,Tasmania,,24.0,Survived,0.0,14.0,1
1971.0,0.0,AUSTRALIA,New South Wales,,20.0,PROVOKED INCIDENT,0.0,14.0,1
1970.0,0.0,USA,Florida,Floating on a raft,18.0,Laceration to left foot,0.0,11.0,1
1970.0,1.0,,Caribbean Sea,Sea Disaster Sinking of ferryboat Christina,24.0,"Sharks scavenged on bodies, but no record of them injuring survivors",0.0,15.0,1
1970.0,0.0,MOZAMBIQUE,Limpopo River,Swimming,12.0,"Arm severed, thigh bitten",0.0,14.0,1
1970.0,0.0,MEXICO,Guerrero,Swimming,22.0,Leg bitten,0.0,14.0,1
1969.0,0.0,,,,25.0,Am lacerated,0.0,14.0,1
1969.0,0.0,AUSTRALIA,New South Wales,Freediving,21.0,Abrasions and lacerations to lower right leg,0.0,7.0,1
1968.0,1.0,USA,Florida,Surfing,24.0,,0.0,12.0,1
1968.0,0.0,AUSTRALIA,New South Wales,"Diving. Shark “swallowed’ his hand, so he threw his other around the shark and went “shark-back riding” for 30 yards until the shark opened its jaws",21.0,Hand lacerated,0.0,14.0,1
1967.0,0.0,AUSTRALIA,Victoria,Swimming,59.0,"FATAL, presumed taken by a shark, body not recovered",1.0,14.0,1
1967.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Spearfishing,32.0,"Punctures in right buttock & thigh, abrasion on right forearm",0.0,6.0,-1
1966.0,0.0,USA,Puerto Rico,Swimming,25.0,Foot lacerated,0.0,16.0,1
1965.0,1.0,USA,Florida,"Diving, retrieving film package from Titan 3C rocket",24.0,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",0.0,14.0,1
1965.0,0.0,EGYPT,,"Spearfishing, but standing in the water",24.0,Ankle and thigh bitten; shark made three strikes,0.0,14.0,1
1965.0,1.0,SOUTH AFRICA,Eastern Cape Province,Bather,24.0,No details,0.0,14.0,1
1964.0,0.0,PAPUA NEW GUINEA,Bougainville (North Solomons),"Canoe swamped, swimming back to canoe",28.0,Survived,0.0,15.0,1
1962.0,0.0,PAPUA NEW GUINEA,Madang Province,Washing,24.0,"FATAL, chest & leg bitten",1.0,14.0,1
1962.0,0.0,MOZAMBIQUE,Gaza,Swimming,16.0,"Leg bitten, surgically amputated at knee",0.0,10.0,1
1962.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Wading,13.0,Left ankle & foot bitten,0.0,11.0,1
1962.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Swimming,22.0,"FATAL, calf bitten twice",1.0,9.0,1
1961.0,0.0,USA,South Carolina,Wading,19.0,"Right arm bitten. Left leg bitten, surgically amputated",0.0,8.0,1
1961.0,0.0,AUSTRALIA,New South Wales,Collecting aquarium specimens,27.0,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,0.0,9.0,1
1960.0,1.0,AUSTRALIA,New South Wales,Fishing,24.0,"Swept off rocks & presumed to have drowned, shark seen in area",0.0,14.0,1
1960.0,1.0,SOUTH AFRICA,Western Cape Province,Fishing,24.0,"Shark rammed boat, breaching its hull",0.0,14.0,1
1960.0,0.0,USA,Florida,,24.0,"No injury, harpooned shark bit hull, leaving tooth fragments. PROVOKED INCIDENT",0.0,14.0,1
1960.0,0.0,PAPUA NEW GUINEA,Madang,,24.0,FATAL,1.0,14.0,1
1960.0,1.0,CARIBBEAN SEA,,Aircraft crashed into sea,24.0,"Questionable. Recovered flight gear was completely shredded by sharks but pilot may have died when plane hit the water,",0.0,14.0,1
1959.0,0.0,USA,California,Spearfishing (but on surface),25.0,"14 punctures on right thigh, swim trunks torn",0.0,19.0,1
1958.0,0.0,BAHAMAS,Cat Cay,Fishing,42.0,Right forearm lacerated,0.0,9.0,1
1958.0,0.0,CROATIA,Primorje-Gorski Kotar County,Swimming,24.0,Leg injured,0.0,18.0,1
1958.0,0.0,TAIWAN,Taipei Hsien,Diving,29.0,Right cheek bitten,0.0,17.0,1
1957.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Skindiving,20.0,Lacerations on head & neck,0.0,10.0,1
1957.0,0.0,AUSTRALIA,New South Wales,Surfing,15.0,Minor injuries,0.0,14.0,1
1957.0,0.0,PAPUA NEW GUINEA,Bougainville (North Solomons),Diving from canoe,17.0,Injured while Sonieva was transferred to another canoe,0.0,14.0,1
1956.0,0.0,USA,Florida,Wading,38.0,Lacerations to legs,0.0,18.0,1
1955.0,1.0,NORTH PACIFIC OCEAN,1000 miles west of Hawaii,Flying Tiger transport plane went down with 5 men onboard,24.0,Bitten several times before being rescued after 43 hours in the sea by the freighter Stell Advocate,0.0,14.0,1
1955.0,0.0,CROATIA,Primorje-Gorski Kotar County,Swimming,32.0,FATAL,1.0,14.0,1
1955.0,0.0,PAPUA NEW GUINEA,,Spearfishing,24.0,No injury. Shark took string of fish then struck canoe,0.0,14.0,1
1955.0,0.0,USA,California,Scuba diving,24.0,"No injury, shark bumped diver's face",0.0,14.0,1
1954.0,1.0,USA,Virginia,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",24.0,Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a man’s leg & another reported that the second cook was killed by a shark,1.0,14.0,1
1954.0,0.0,AUSTRALIA,New South Wales,Swimming,23.0,"FATAL, right thigh bitten",1.0,17.0,1
1954.0,0.0,USA,Hawaii,Fishing,24.0,Bitten on foot,0.0,14.0,1
1953.0,0.0,USA,New York,Surf fishing,15.0,Laceration to right lower leg,0.0,14.0,1
1953.0,1.0,MEXICO,Guerrero,Free diving,19.0,No injury,0.0,17.0,1
1953.0,0.0,USA,Hawaii,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,24.0,"Shark made 3 passes at him, lacerating his calf, shin and ankle",0.0,8.0,1
1953.0,0.0,IRAN,Karun River,Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,24.0,Right forearm severed at the elbow,0.0,14.0,1
1952.0,0.0,USA,Hawaii,Swimming,24.0,"FATAL, disappeared while swimming, shark bite found on right side of body",1.0,14.0,1
1950.0,0.0,NEW CALEDONIA,North Province,"Spearfishing, but walking carrying fish on end of speargun",24.0,"Shark jumped from sea, taking fish & his right arm",0.0,14.0,1
1949.0,1.0,ITALY,Tuscany,Swimming,17.0,No injury,0.0,14.0,1
1949.0,1.0,ITALY,Tyrrhenian Sea,"Fishing, on a boat",24.0,No injury to occupant,0.0,14.0,1
1948.0,0.0,USA,Hawaii,Fishing,24.0,Survived,0.0,14.0,1
1948.0,0.0,USA,US Virgin Islands,Swimming,46.0,FATAL,1.0,14.0,1
1947.0,0.0,AUSTRALIA,Northern Territory,Fishing in waist-deep water,24.0,Kneecap removed,0.0,14.0,1
1945.0,0.0,IRAN / IRAQ,Shatt-al-Arab River,,24.0,Lower left leg amputated,0.0,14.0,1
1945.0,1.0,JAVA,Northern Java,"90 European civilians, many women & children, were placed on the deck of a Japanese submarine that submerged when it was well offshore",24.0,Sharks attacked the swimmers. The sole survivor lost his arm & foot & died of his injuries shortly after being picked up  by Javanese fishermen. The incident became known as the Cheribon Atrocity,1.0,14.0,1
1944.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Body surfing,22.0,"FATAL, right thigh lacerated, femoral artery severed",1.0,13.0,1
1943.0,1.0,BRAZIL,,The 3540-ton Alfonso Penna was torpedoed & sunk by the Italian submarine Barbarigo,24.0,"33 crew & 92 passengers were lost, it was thought that some were killed by sharks  FATAL",1.0,19.0,1
1942.0,1.0,AUSTRALIA,New South Wales,,18.0,"Cause of death was drowning, shark bites were post mortem",0.0,14.0,1
1941.0,1.0,ATLANTIC OCEAN,,Adrift on raft after their ship was sunk by an Axis raider,24.0,FATAL,1.0,14.0,1
1940.0,1.0,SOUTH AFRICA,KwaZulu-Natal,,24.0,FATAL,0.0,14.0,1
1939.0,0.0,PAPUA NEW GUINEA,Morobe Province,Dived for a coin,9.0,FATAL,1.0,14.0,1
1938.0,0.0,AUSTRALIA,New South Wales,Surf skiing,24.0,"No injury, ski bumped & he was thrown in the water. Ski had indentations",0.0,14.0,1
1936.0,0.0,USA,Massachusetts,Swimming crawl stroke,16.0,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg",1.0,15.0,1
1935.0,0.0,AUSTRALIA,Queensland,Diving from dinghy for trochus shell,24.0,Buttocks injured by fin or a bump,0.0,15.0,1
1935.0,1.0,AUSTRALIA,Queensland,,5.0,No injury; onlookers saw 10' shark heading for him and lifted him ashore,0.0,14.0,1
1934.0,0.0,BERMUDA,Hamilton,Fishing,24.0,Right foot bitten by shark caught & taken onboard  by Mrs. Tucker North PROVOKED INCIDENT,0.0,14.0,1
1933.0,0.0,USA,Florida,Swimming,24.0,FATAL,1.0,14.0,1
1932.0,0.0,USA,New Jersey,Fishing,24.0,Ankle broken when 500-lb boated shark lashed him with its tail PROVOKED INCIDENT,0.0,14.0,1
1931.0,0.0,USA,Florida,Swimming,24.0,Minor injury,0.0,14.0,1
1931.0,0.0,USA,Hawaii,"Fishing, had just speared a ulua",24.0,Survived,0.0,14.0,1
1931.0,1.0,AUSTRALIA,New South Wales,,24.0,No injury to occupants; oar & rudder bitten,0.0,14.0,1
1931.0,0.0,TONGA,Niua,"Swimming, carrying tin can with mail to steamer",24.0,"FATAL, thereafter canoes were used to carry the mail",1.0,14.0,1
1929.0,0.0,AUSTRALIA,Queensland,Swimming,24.0,"FATAL, right buttock lacerated, left arm severed above elbow,  right forearm severed by shark, both arms surgically amputated",1.0,17.0,1
1926.0,0.0,NEW ZEALAND,Cook Islands,Shark hoisted on board liner Tahiti,24.0,"Struck on head by shark’s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",0.0,14.0,1
1925.0,0.0,SPAIN,Valencia,Fishing,24.0,Right hand bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1925.0,0.0,ENGLAND,Isle of Wight,Fishing,24.0,No injury but shark lifted boat out of the water,0.0,8.0,1
1923.0,0.0,AUSTRALIA,Western Australia,Dry shelling,24.0,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",1.0,14.0,1
1923.0,0.0,AUSTRALIA,Western Australia,Wading,24.0,Minor puncture wounds to foot,0.0,14.0,1
1922.0,0.0,BARBADOS,Lucy,Fishing,16.0,FATAL,1.0,14.0,1
1922.0,0.0,USA,Florida,Floating,18.0,"FATAL, thigh bitten",1.0,14.0,1
1920.0,0.0,SOUTH AFRICA,Eastern Cape Province,Floating face down,18.0,Abdomen bitten,0.0,17.0,1
1919.0,0.0,AUSTRALIA,New South Wales,Wading,13.0,"FATAL, right thigh bitten",1.0,7.0,-1
1917.0,0.0,USA,South Carolina,Swimming beside launch,24.0,Right arm bitten,0.0,14.0,1
1916.0,0.0,AUSTRALIA,New South Wales,Swimming 10 m from shore,24.0,Leg nipped by shark,0.0,8.0,1
1913.0,0.0,AUSTRALIA,New South Wales,Hauling in net,24.0,Lacerations to thigh by netted shark PROVOKED INCIDENT,0.0,14.0,1
1913.0,0.0,AUSTRALIA,Victoria,,24.0,Arm severed,0.0,14.0,1
1910.0,0.0,NORTH ATLANTIC OCEAN,Georges Bank,Fishing,24.0,Right hand severely bitten by netted shark PROVOKED INCIDENT,0.0,14.0,1
1909.0,0.0,AUSTRALIA,New South Wales,Fishing,24.0,3 fingers bitten by hooked shark PROVOKED INCIDENT,0.0,14.0,1
1908.0,0.0,AUSTRALIA,Torres Strait,Fell from the jetty,24.0,FATAL,1.0,14.0,1
1907.0,0.0,MALTA,Harare Province,Fishing,24.0,"FATAL,            Fell overboard and were killed by shark",1.0,14.0,1
1907.0,0.0,PHILIPPINES,Luzon Island,"Row boat (from the gunboat Elcano) was sinking, put finger in hole",24.0,Finger severed,0.0,14.0,1
1906.0,0.0,INDONESIA,Java,Swimming,24.0,FATAL,1.0,14.0,1
1906.0,1.0,AUSTRALIA,New South Wales,.,18.0,Cause of death may have been downing,0.0,14.0,1
1905.0,1.0,AUSTRALIA,Victoria,Bathing,23.0,Thought to have been taken by a shark,0.0,14.0,1
1903.0,0.0,AUSTRALIA,New South Wales,Swimming,24.0,FATAL,1.0,14.0,1
1902.0,0.0,USA,Hawaii,Catching crabs,24.0,"FATAL, both arms severed",1.0,14.0,1
1902.0,0.0,EGYPT,Mediterranean Sea,Sponge diving,24.0,Bitten on hand and thigh,0.0,14.0,1
1900.0,0.0,AUSTRALIA,New South Wales,Bathing,24.0,FATAL,1.0,14.0,1
1900.0,0.0,USA,Hawaii,,24.0,Severe abrasion when shark swam between his legs,0.0,14.0,1
1899.0,1.0,NEW ZEALAND,North Island,Attempting to land a boat from the Hinemoa,24.0,FATAL,0.0,14.0,1
1895.0,0.0,PANAMA,Bocas del Toro,"Swimming, after sailboat capsized",24.0,FATAL,1.0,14.0,1
1892.0,0.0,AUSTRALIA,Queensland,Swimming,24.0,Abrasions to left leg,0.0,14.0,1
1890.0,1.0,AUSTRALIA,Queensland,Swimming to shore after boat capsized by a squall,24.0,"Fatal, but death may have been due to drowning",0.0,14.0,1
1889.0,0.0,INDIA,Tamil Nadu,Swimming,24.0,FATAL,1.0,14.0,1
1887.0,0.0,SOUTH AFRICA,Western Cape Province,,24.0,"Harpooned shark, bit boat, causing it to ship water. Boat reached shore in sinking condition PROVOKED INCIDENT",0.0,14.0,1
1882.0,0.0,AUSTRALIA,New South Wales,Fell overboard,24.0,Laceration to calf,0.0,15.0,1
1882.0,0.0,AUSTRALIA,New South Wales,Fishing,24.0,FATAL,1.0,14.0,1
1881.0,0.0,,,Bathing,24.0,Survived,0.0,14.0,1
1880.0,1.0,MEXICO,Guerro,,24.0,"Human remains recovered from a 15' shark, probable scavenging",0.0,14.0,1
1878.0,0.0,INDONESIA,East Java,Swimming,22.0,FATAL,1.0,14.0,-1
1878.0,0.0,USA,Connecticut,Fishing,24.0,Leg bitten by netted shark PROVOKED INCIDENT,0.0,14.0,1
1878.0,0.0,NEW GUINEA,,,24.0,Fearfully injured,0.0,14.0,1
1877.0,0.0,AUSTRALIA,Tasmania,,24.0,Fingers injured by landed shark PROVOKED INCIDENT,0.0,14.0,1
1877.0,0.0,FIJI,Viti Levu Island,,15.0,"Thigh severely bitten, femur exposed",0.0,14.0,-1
1871.0,1.0,AUSTRALIA,New South Wales,,24.0,Human remains recovered from 11' shark,0.0,14.0,1
1864.0,0.0,MAURITIUS,,Fell overboard,24.0,FATAL,1.0,14.0,1
1864.0,0.0,NEW ZEALAND,North Island,Standing / Bathing,24.0,Minor injury to hip,0.0,14.0,1
1864.0,1.0,AUSTRALIA,South Australia,Swimming,24.0,Presumed FATAL,0.0,14.0,1
1860.0,0.0,USA,New York,Swimming,24.0,Toe severed,0.0,18.0,-1
1855.0,0.0,SOLOMON ISLANDS,Makira-Ulawa Province,Swimming,24.0,FATAL,1.0,14.0,-1
1853.0,0.0,USA,North Carolina,Hard hat diving,24.0,"No injury, copper breastplate punctured",0.0,14.0,-1
2023.0,0.0,USA,Florida,Surfing,21.0,Severe injury to foot,0.0,15.0,1
2023.0,2.0,BAHAMAS,Lucayan Lucayan Archipelago,Jumped overboard,18.0,"Presumed fatal, body not rcovered",1.0,22.0,1
2023.0,0.0,USA,Florida,Fishing,35.0,PROVOKED INCIDENT   Hooked shark bit his foot,0.0,20.0,1
2022.0,0.0,USA,Hawaii,Snorkeling,60.0,Fatal attack,1.0,12.0,1
2022.0,0.0,USA,Hawaii,Snorkeling,51.0,"No injury, swim fin bitten",0.0,15.0,1
2022.0,0.0,EGYPT,"Hurghada, Red Sea Governorate",Snorkeling,24.0,FATAL,1.0,14.0,1
2022.0,1.0,COSTA RICA,Guanacoste,Diving,50.0,Right forearm and left hand injured,0.0,14.0,1
2021.0,0.0,USA,Georgia,Surfing,58.0,Lower left leg bitten,0.0,14.0,1
2021.0,0.0,USA,Florida,Swimming,36.0,1-inch cut to leg,0.0,14.0,1
2021.0,0.0,USA,Florida,Swimming,7.0,Lacerations to right hand,0.0,14.0,1
2021.0,0.0,NEW CALEDONIA,Loyalty Islands,Spearfishing,16.0,Left leg bitten,0.0,15.0,1
2021.0,0.0,AUSTRALIA,Western Australia,Swimming,54.0,Severe injury to leg and broken him,0.0,7.0,-1
2021.0,0.0,USA,Florida,Surfing,19.0,"No injury, board damaged",0.0,10.0,1
2020.0,1.0,USA,Hawaii,Swimming,61.0,Lacerations and puncture wounds to shoulder,0.0,11.0,1
2020.0,0.0,USA,Hawaii,Snorkeling,70.0,Ankle bitten,0.0,16.0,1
2020.0,0.0,SOUTH AFRICA,KwaZulu-Natal,Surf skiing,24.0,"No inury, ski damaged",0.0,14.0,1
2020.0,0.0,USA,California,Swimming,57.0,2 lacerations to foot,0.0,14.0,1
2020.0,0.0,AUSTRALIA,Queensland,Swimming,23.0,FATAL,1.0,17.0,1
2020.0,0.0,NEW ZEALAND,Southland,Surfing,13.0,Minor injury to lower leg,0.0,20.0,1
2020.0,0.0,NEW CALEDONIA,,,12.0,Right leg bitten,0.0,15.0,1
2019.0,0.0,USA,Hawaii,Stand-Up Paddleboarding,57.0,"No injury, inflatable paddle board was bitten by the shark",0.0,10.0,1
2019.0,0.0,USA,Florida,Wading,11.0,Foot bitten,0.0,9.0,1
2019.0,0.0,USA,Florida,Fishing,24.0,Injury to leg,0.0,18.0,1
2019.0,1.0,USA,Hawaii,Paddling an outrigger canoe,74.0,"Shark bit canoe, but injury to occupant may not have been caused by the shark",0.0,10.0,1
